Name,Category,Education,Skills,Experience
Corey Ford,Network Security Engineer,BTECH,"vpn, networking, cybersecurity",7.2
Stephen Wood,DotNet Developer,BTECH,"c#, entity framework, mvc, .net",3.6
Sean Foley,Hadoop,BTECH,"strategy, team management, logistics",8.7
Holly Morgan,Engineer,BE,"control systems, c++, embedded systems, c",3.4
Robin Franklin,Arts,BA,"psychology, sculpting, history, sociology,    ",13.3
John Hall,Automation Testing,BE,"pytest, junit, selenium, python",
Nicole Webb,Blockchain,BTECH,"ethereum, solidity, , web3.js, smart contracts",9.7
Alyssa Johnson,DevOps,BTECH,"ansible, jenkins, kubernetes",11.8
Jose Hughes,Business Analyst,BTECH,"cam, mechanics, solidworks",5.3
Tara Pennington,HR,BA,"ms excel, employee relations, communication, interviewing",11.5
Robert Parrish,Tableau Developer,MBA,"tableau, dashboards, sql, data visualization",14.8
Debra West,Engineer,BTECH,"c, matlab, embedded systems, control systems",7.7
Heather Benitez,DevOps,MTECH,"kubernetes, jenkins, ansible, ci/cd",3.8
Ann Erickson,Mechanical Engineer,BE,"mechanics, solidworks, thermodynamics",12.2
Greg Huang,Tableau Developer,BTECH,"bi tools, tableau, dashboards",5.7
Dr. Ann Thompson,Database,BE,"oracle, dbms, postgresql, mongodb, sql",10.5
Melissa Mendoza,Java Developer,BE,"hibernate, spring, java",11.7
Terry Ramirez,Web Designing,BSC,"html, bootstrap, javascript, figma",5.2
Ashlee Ayala,ETL Developer,MTECH,"etl, data warehousing, sql, informatica",5.4
Andrea Miles,Data Scientist,PHD,"python, data mining, deep learning",6.7
Janet Williams,Hadoop,BE,"hive, mapreduce,  , pig, spark",10.7
Mr. Adam Bell,Web Designing,BA,"contracts, legal research, drafting",5.5
Cynthia Dyer,Business Analyst,BTECH,"asp.net, c#, mvc",14.0
Matthew Everett,Business Analyst,BTECH,"sql, analytics, requirement gathering, power bi, excel",2.5
Hailey Rollins,Sales,MBA,"cold calling, negotiation, lead generation, ",5.8
Julie Vaughan,Blockchain,MTECH,"ethereum, , web3.js, solidity",15.0
Laura Cummings,Automation Testing,BTECH,"pytest, selenium, python",12.4
Kimberly Wilson,Database,BE,"sql, mongodb, postgresql, dbms, oracle",14.2
Michelle Whitney,Python Developer,BE,"flask, python, fastapi, django, pandas",9.8
Daniel English,Tableau Developer,MBA,"bi tools, data visualization, sql",13.3
David Coffey,Data Scientist,MTECH,"data mining, deep learning, statistics",7.0
Gary Mcgee DVM,Advocate,BA,"contracts, legal research, law, drafting",14.9
Jeffrey Howard,Health and fitness,BSC,"nutrition, training, fitness coaching, anatomy, yoga",1.7
James Harris,ETL Developer,MTECH,"data warehousing, sql, etl",10.9
James Gillespie,Health and fitness,BSC,"training, nutrition, anatomy",12.9
Brian Montgomery,Civil Engineer,BE,"autocad, estimation, construction, structural analysis",10.8
Michael Graham,DevOps,BTECH,"docker, kubernetes, jenkins, ansible, ci/cd",5.9
Danny Mills,Mechanical Engineer,BTECH,"mechanics, cam, solidworks",11.7
Carol Lawson,DevOps,MTECH,"jenkins, docker, kubernetes",6.8
Gabriel Morales,Hadoop,BE,"flask, pandas, python, fastapi, django",12.3
Debbie Rodriguez,Blockchain,BTECH,"sql, analytics, power bi, excel",14.8
Tina James,Mechanical Engineer,BTECH,"python, automation, selenium, pytest, junit",9.9
Daniel Chandler,Python Developer,MTECH,"django, pandas, flask",14.2
Patricia Mccarthy,Tableau Developer,MBA,"sql, tableau, dashboards, data visualization, bi tools",7.4
Shannon Cox,Web Designing,BSC,"figma, html, bootstrap, css",11.2
Linda Taylor,Arts,BA,"   , psychology, sociology, history",5.9
Sean Lucas,Python Developer,BE,"django, flask, pandas, python, fastapi",7.6
Garrett Jordan,Business Analyst,MBA,"requirement gathering, sql, analytics",2.4
Peter Wiley,Operations Manager,MBA,"team management, operations, strategy, logistics",3.8
Katherine Weber,Database,BE,"dbms, mongodb, postgresql",2.5
Nicholas Cummings,Sales,BA,", negotiation, crm, cold calling",1.2
Deborah Elliott,Operations Manager,MBA,"strategy, operations, logistics, team management",0.7
Craig Hernandez,Civil Engineer,BTECH,"construction, structural analysis, estimation",12.5
Linda Castillo,Sales,MBA,", lead generation, crm, negotiation",1.2
Charles Duncan,DotNet Developer,BE,"asp.net, c#, .net, mvc",7.5
Mrs. Jennifer Williamson,Automation Testing,BE,"sql, postgresql, oracle",5.5
Shawn Barnes,SAP Developer,BTECH,"erp, sap hana, fiori, sap",12.7
John Dunn,Arts,BA,"history, painting, drawing",3.5
Adam Lewis,Advocate,PHD,"drafting, legal research, contracts",14.8
Rodney Sanford,Network Security Engineer,BTECH,"security, firewall, cybersecurity, vpn",4.1
Stephanie Quinn,Blockchain,BTECH,"web3.js, ethereum, , smart contracts, solidity",4.2
Nathan Stevenson,Database,BE,"postgresql, mongodb, oracle",0.4
Kelly Richardson,Tableau Developer,MBA,"sql, dashboards, tableau",14.6
Charlotte King,Health and fitness,BA,"fitness coaching, training, anatomy",14.0
Stefanie Ward,Automation Testing,BTECH,"automation, python, pytest, selenium",13.7
Cynthia Curtis,Electrical Engineer,BE,"circuit design, vlsi, matlab",5.7
Megan Villanueva,Tableau Developer,BE,"mongodb, sql, postgresql",9.2
Robert Torres,ETL Developer,MTECH,"data warehousing, ssrs, informatica, sql",1.7
Robert Coleman,Health and fitness,BSC,"anatomy, fitness coaching, nutrition, yoga",9.2
Joseph Miller,ETL Developer,BTECH,"etl, informatica, ssrs",14.1
Donald Snyder,Automation Testing,BE,"junit, selenium, automation, python",2.4
John Banks,Data Scientist,PHD,"deep learning, data mining, statistics",13.9
Robert King,Advocate,BA,"litigation, contracts, law, legal research, drafting",4.0
Cody Cunningham,DevOps,BTECH,"docker, jenkins, kubernetes, ci/cd, ansible",11.1
Tony Chang,Database,BE,"sql, postgresql, mongodb",5.7
Nicholas Carr,Health and fitness,BSC,"fitness coaching, yoga, nutrition",1.8
Jonathan Scott,SAP Developer,BTECH,"erp, sap, abap, sap hana",14.6
Becky Alvarado,Database,MTECH,"dbms, oracle, postgresql",6.1
Julie Rowe,Operations Manager,MBA,"team management, operations, supply chain, logistics, strategy",8.0
Zachary Ware,Hadoop,BE,"hive, spark, pig",11.5
Monica Hicks,Web Designing,BSC,"bootstrap, figma, html, css",5.4
Steven Williams,Mechanical Engineer,BE,"mechanics, autocad, thermodynamics, solidworks",0.5
Jessica Henderson,Mechanical Engineer,BE,"thermodynamics, cam, mechanics",14.3
Michael Smith,PMO,MBA,"agile, ms project, jira, project management",10.7
Adam Mckenzie,ETL Developer,BE,"sql, ssrs, etl",12.1
Wesley Knight,Data Scientist,MTECH,"deep learning, python, statistics",8.8
Willie Watson,Hadoop,BE,"spark, hive, mapreduce,  ",14.7
Terri Frye,Civil Engineer,BTECH,"estimation, staad pro, structural analysis, construction",8.1
Megan Moreno,Python Developer,BE,"django, flask, fastapi, pandas",5.7
Louis Meyers,DevOps,BTECH,"docker, ansible, kubernetes, ci/cd, jenkins",13.0
Stephanie Schmidt,PMO,BTECH,"scrum, jira, ms project",1.0
Melissa Robertson,Automation Testing,BTECH,"python, automation, junit, pytest",11.1
Albert Wallace,DotNet Developer,BTECH,"c#, mvc, asp.net",8.2
Sandra Lee,Arts,BA,"psychology, history, sociology",4.4
Steve Johnson,Civil Engineer,BE,"estimation, structural analysis, staad pro, construction",10.7
Bryan Higgins,SAP Developer,MBA,"abap, fiori, sap hana, erp, sap",9.1
Adam Roberts,Data Scientist,PHD,"statistics, ml, data mining",8.7
Rebecca Thompson,Python Developer,MTECH,"fastapi, pandas, django, flask, python",0.5
Raymond Garner,DotNet Developer,MTECH,"deep learning, statistics, python",10.9
Linda Shannon,Business Analyst,BTECH,"analytics, power bi, excel",6.6
Patricia Bradley,Civil Engineer,MTECH,"kubernetes, ansible, ci/cd, jenkins, docker",3.2
Christy Decker,Automation Testing,BTECH,"pytest, selenium, automation, junit, python",11.4
Barbara Livingston,SAP Developer,MBA,"sap hana, fiori, sap, erp",4.0
Michele Johnson,Database,BTECH,"postgresql, sql, mongodb, oracle",9.5
Daniel Espinoza,Operations Manager,MBA,"operations, supply chain, strategy, team management",3.4
Mary Campbell,DotNet Developer,BTECH,"mvc, entity framework, c#",7.2
Bailey Hebert,Advocate,BA,"legal research, contracts, litigation, law, drafting",2.8
Katie Franklin,Sales,MBA,"cold calling, crm, ",13.7
John Estrada,Java Developer,BTECH,"java, hibernate, microservices, spring, rest api",10.1
Kevin Palmer,Advocate,PHD,"legal research, law, litigation, contracts",12.6
Antonio Rice,PMO,MBA,"agile, scrum, jira, ms project, project management",9.6
Kevin Miller,Sales,MBA,"lead generation, cold calling, crm, , negotiation",6.6
Gina Thornton,Python Developer,BTECH,"pandas, flask, django",6.4
Joseph Medina,ETL Developer,BTECH,"sql, data warehousing, informatica",13.9
Ray Murphy,Operations Manager,MBA,"logistics, strategy, operations, supply chain, team management",2.8
Chad Lopez,Sales,BA,"cold calling, crm, , lead generation",10.0
Alexandra Brooks,Blockchain,MBA,"bi tools, dashboards, tableau, sql, data visualization",2.4
Joseph Wright,Operations Manager,MBA,"supply chain, team management, strategy, logistics, operations",9.6
Jeffrey Fernandez,Health and fitness,BSC,"fitness coaching, training, nutrition, yoga",4.1
Morgan Richmond,Network Security Engineer,BTECH,"security, vpn, cybersecurity, networking, firewall",14.0
Heather Martinez,Arts,BA,"psychology, sociology, sculpting",6.1
Amanda Suarez,Automation Testing,BE,"automation, python, junit",12.8
Tracy Jordan,Arts,BA,"painting, psychology, drawing, sculpting",4.8
Paul Espinoza,Business Analyst,BE,"networking, firewall, cybersecurity, security",7.2
Tiffany Shaw,Automation Testing,BTECH,"python, junit, automation, selenium, pytest",1.6
Jill Miller,Hadoop,BE,"pig, mapreduce, spark,  , hive",8.0
Michael Freeman,Arts,BA,"sculpting, drawing,    , sociology, painting",6.2
Michael Hines,Hadoop,MTECH,"hive, spark, pig,  , mapreduce",13.2
Mr. Kevin Jackson,Automation Testing,BE,"python, automation, junit, pytest, selenium",12.6
Juan Davis,Civil Engineer,BTECH,"structural analysis, autocad, estimation",9.0
Yvonne Smith,Automation Testing,BE,"automation, pytest, selenium, python",3.8
Elizabeth Thompson,HR,BA,"recruitment, communication, interviewing",4.6
Maurice Morgan,Tableau Developer,BTECH,"sql, dashboards, bi tools, data visualization",10.2
Norman Bass,Blockchain,MTECH,"ethereum, web3.js, , solidity",1.4
Christine Rodriguez,Health and fitness,BA,"nutrition, training, yoga, anatomy",5.3
Michael Davis,Data Scientist,BTECH,"deep learning, ml, python, data mining, statistics",14.1
Jorge Baker,Civil Engineer,BE,"construction, autocad, structural analysis, staad pro, estimation",13.4
Jeffrey King,Health and fitness,BA,"fitness coaching, yoga, nutrition, anatomy",8.0
Mrs. Julie Lopez,Health and fitness,BSC,"training, anatomy, fitness coaching, nutrition",7.2
Robert Smith,Electrical Engineer,BE,"matlab, vlsi, circuit design, signal processing",5.2
Matthew Stewart,Sales,MBA,", cold calling, crm, negotiation",5.8
Erika Brown,HR,BA,"ms excel, communication, recruitment",7.1
Amanda Stout,Advocate,PHD,"drafting, contracts, legal research, law",6.9
Brooke Hawkins,Sales,BA,"crm, negotiation, lead generation, ",1.1
Christina Ho,Automation Testing,BTECH,"automation, python, selenium, junit, pytest",11.8
James Mendez,Sales,BA,", negotiation, cold calling",3.1
Pamela Ellis,Network Security Engineer,MTECH,"ethereum, solidity, web3.js, , smart contracts",10.0
Deborah Williams,Sales,MBA,", cold calling, crm, lead generation",14.9
Angela Pope,PMO,MBA,"project management, scrum, agile, jira",3.5
Matthew Jones,DotNet Developer,BE,".net, asp.net, entity framework, c#",5.5
Alexandra Montes,Java Developer,MTECH,"spring, java, rest api, microservices",12.4
Jared Stanton,Automation Testing,BTECH,"junit, pytest, python, automation, selenium",10.0
Thomas Pace,Operations Manager,MBA,"strategy, team management, logistics",2.7
Nicole Jacobs,DotNet Developer,BTECH,"mvc, asp.net, .net, c#",8.4
Leah Valdez,Web Designing,BTECH,"javascript, html, figma",12.2
Raymond Harris,SAP Developer,MBA,"sap, abap, erp, fiori, sap hana",10.9
Danielle Russell,Arts,BA,"history, psychology,    , sociology",14.1
Carl Conway,DotNet Developer,BTECH,"mvc, asp.net, c#, entity framework",3.7
Sean Carter,Health and fitness,BTECH,"matlab, c++, embedded systems, control systems",7.9
Andrew Thomas,Automation Testing,BTECH,"abap, sap hana, fiori, erp",5.3
Barbara Burgess,Automation Testing,BTECH,"selenium, junit, pytest, automation, python",13.7
Michael Blair,Data Scientist,BTECH,"statistics, ml, deep learning, data mining",7.7
Brian Fisher,Tableau Developer,BTECH,"bi tools, dashboards, data visualization, tableau, sql",3.0
James Mejia,SAP Developer,MBA,"erp, sap hana, fiori, abap, sap",10.6
Mary Cooke,ETL Developer,BE,"ssrs, data warehousing, informatica, etl, sql",12.0
Lee Sherman,Health and fitness,BA,"anatomy, training, fitness coaching, yoga, nutrition",2.5
Jenna Spears,Sales,MBA,"negotiation, cold calling",6.8
Teresa Cruz,DevOps,BE,"jenkins, docker, ci/cd, kubernetes",3.6
Faith Taylor,Operations Manager,MBA,"logistics, strategy, supply chain, operations",2.3
Dave Diaz,Arts,BA,"history, sociology, drawing",13.9
Emily Hodges,DevOps,BTECH,"ansible, kubernetes, ci/cd, docker, jenkins",0.2
Kimberly Hill,Civil Engineer,BTECH,"autocad, structural analysis, construction, staad pro",9.5
Lisa Zamora,Python Developer,BTECH,"python, flask, pandas, django, fastapi",
Margaret Sanders,Hadoop,BTECH,"hive, mapreduce, spark",12.6
Eric Merritt,DotNet Developer,BTECH,"entity framework, asp.net, mvc, c#, .net",
David Long,Data Scientist,MTECH,"deep learning, python, statistics, ml",9.0
Ms. Lindsey Simpson DVM,Electrical Engineer,BE,"vlsi, electronics, matlab, circuit design",0.3
Frank Sullivan,Data Scientist,BTECH,"ml, deep learning, python",10.7
Brendan Ballard,Arts,BA,"history, sociology,    , painting",10.0
Charles Washington,Sales,BA,"crm, lead generation, cold calling",13.8
Scott Black,Mechanical Engineer,BE,"autocad, cam, mechanics, thermodynamics",
William Fox,ETL Developer,BE,"postgresql, mongodb, oracle, dbms",10.0
Sandy Gray,Tableau Developer,BTECH,"sql, data visualization, tableau",10.0
Michael Robinson,Engineer,BE,"control systems, c++, matlab",4.4
Ellen Chandler,Web Designing,BSC,"javascript, html, css, bootstrap, figma",1.0
Christopher King,ETL Developer,BE,"ssrs, etl, sql, data warehousing",5.2
Megan Mckinney DVM,DevOps,MTECH,"ci/cd, jenkins, docker, kubernetes, ansible",13.8
Joseph Mcdonald,Advocate,BA,"litigation, law, contracts, legal research, drafting",11.5
Richard Hammond,,BTECH,"ml, data mining, statistics, deep learning, python",4.5
Sharon Wright,Engineer,BE,"c++, embedded systems, matlab",2.6
Michael Jones,HR,BA,"interviewing, ms excel, communication",3.4
Jaime Allen,Data Scientist,MTECH,"python, ml, data mining, deep learning",
Brandon Morgan,ETL Developer,BTECH,"data warehousing, etl, sql, ssrs",10.3
Randy Carpenter,Blockchain,BTECH,"web3.js, ethereum, solidity, smart contracts",7.0
Ricardo Larsen,Civil Engineer,BTECH,"staad pro, construction, estimation, autocad",1.4
Ariel Hunter,Network Security Engineer,BE,"vpn, security, firewall, cybersecurity, networking",10.2
Jeff Torres,HR,MBA,"recruitment, ms excel, employee relations",11.2
Teresa Ibarra,HR,BA,"ms excel, interviewing, recruitment",14.1
Jack Wilson,HR,BA,"communication, interviewing, employee relations, ms excel, recruitment",8.3
Julie Miller,DevOps,BE,"kubernetes, ansible, jenkins, docker",
Nicholas Padilla,Java Developer,BTECH,"java, rest api, spring, hibernate",
Traci Madden,Engineer,BE,"c++, c, embedded systems, control systems",4.3
Mary Wright,DotNet Developer,BTECH,"mvc, asp.net, entity framework, .net, c#",
Tyler Mitchell PhD,Advocate,BA,"litigation, contracts, law, legal research",1.4
Mary Garcia,Data Scientist,PHD,"deep learning, ml, python, data mining",
Brandi James,ETL Developer,MTECH,"etl, data warehousing, ssrs, sql, informatica",2.2
Maria Anderson,Java Developer,BTECH,"hibernate, microservices, java, rest api",10.1
Rachel Wolf,DevOps,BE,"ansible, kubernetes, jenkins",9.3
Mr. Phillip Lowery,Mechanical Engineer,BE,"solidworks, cam, autocad, mechanics",4.6
Kevin Barker,PMO,BTECH,"ms project, jira, scrum, project management, agile",13.1
Melissa Anderson,Java Developer,BTECH,"java, spring, rest api, microservices, hibernate",0.0
Gregory Williams,Python Developer,MTECH,"flask, pandas, django, fastapi, python",6.8
Carla Cisneros,ETL Developer,MTECH,"etl, informatica, data warehousing",0.3
Ann Conley,SAP Developer,BTECH,"abap, fiori, erp, sap, sap hana",5.5
Joann Reed,Mechanical Engineer,BTECH,"solidworks, thermodynamics, mechanics",
Andrew Lindsey,Mechanical Engineer,BTECH,"cam, solidworks, autocad, mechanics",5.0
Rachel Pena,DevOps,BTECH,"control systems, embedded systems, c++, matlab, c",3.3
Courtney Marshall,Business Analyst,MBA,"sql, power bi, excel, analytics",12.0
Benjamin Leonard,Engineer,BE,"matlab, embedded systems, control systems, c++, c",
Troy Robertson,Civil Engineer,BE,"staad pro, autocad, construction, estimation",0.9
Mr. Mark Wade,Business Analyst,BTECH,"operations, logistics, strategy, team management, supply chain",
Brandy Sutton,PMO,BTECH,"project management, scrum, agile, jira, ms project",
Rachel Mathis,Civil Engineer,BTECH,"construction, estimation, staad pro",0.3
Dawn Rivera,HR,BA,"recruitment, employee relations, ms excel, interviewing, communication",4.9
Allison Dunn,Arts,BA,"sculpting, history, psychology",12.9
Steven Williams,Civil Engineer,BE,"structural analysis, estimation, construction, autocad, staad pro",12.2
Ryan Marshall,Blockchain,BTECH,"web3.js, ethereum, smart contracts, solidity",12.5
Deborah Hanson,Hadoop,BE,"spark, mapreduce, pig, hive",1.8
